File,Fp1-AVG,F3-AVG,C3-AVG,P3-AVG,O1-AVG,Fp2-AVG,F4-AVG,C4-AVG,P4-AVG,O2-AVG,F7-AVG,T3-AVG,T5-AVG,F8-AVG,T4-AVG,T6-AVG,FZ-AVG,CZ-AVG,PZ-AVG,EKG,Photic
00018.edf,-0.003611111111111111,-0.033628117913832196,-0.002437641723356009,0.013571428571428571,-0.0035317460317460317,0.02256235827664399,0.006235827664399093,-0.02259637188208617,-0.004200680272108843,0.008985260770975056,0.01120748299319728,-0.010634920634920634,-0.020651927437641722,0.03870181405895692,0.036541950113378685,-0.015436507936507936,0.004835600907029478,0.0008163265306122449,-0.012216553287981859,-0.0009523809523809524,-0.020113378684807257
00019.edf,0.0029720853858784895,0.04284893267651888,-0.00010673234811165846,0.019088669950738917,0.02400656814449918,-0.08,-0.05002463054187192,-0.006215106732348112,-0.0005008210180623974,0.01535303776683087,0.027192118226600986,0.01438423645320197,8.210180623973727e-06,-0.04633004926108374,0.007479474548440066,0.005073891625615764,-0.04568144499178982,-0.009392446633825944,0.006888341543513957,0.0005254515599343186,-0.002504105090311987
00020.edf,-0.05110091743119266,-0.0076867627785058975,0.009390563564875491,0.018754914809960683,0.005150720838794233,-0.009954128440366972,-0.04327653997378768,-0.003781127129750983,-0.00045871559633027525,0.008689384010484929,0.010222804718217562,-0.014764089121887288,0.015013106159895151,-0.020006553079947576,0.002352555701179554,0.004102228047182176,0.03344036697247706,-0.005222804718217562,-0.010150720838794234,-0.0007142857142857143,-0.01693315858453473
00021.edf,-0.009623477297895902,0.01251937984496124,-0.05009966777408638,-0.017751937984496122,-0.007408637873754152,-0.00902547065337763,0.07630121816168328,0.005376522702104098,0.01115171650055371,-0.0006256921373200443,0.011478405315614618,-0.0015393133997785161,0.002679955703211517,-0.018715393133997785,0.023859357696567,0.0034274640088593575,-0.03295681063122924,-0.0053100775193798445,-0.013349944629014397,0.004501661129568106,-0.02225359911406423
00022.edf,0.08754983388704318,-0.050473421926910296,0.004294019933554817,0.0004983388704318936,0.006760797342192691,-0.05466777408637874,-0.06154485049833887,-0.006088039867109635,0.008081395348837209,0.01058970099667774,-0.005863787375415283,0.0053156146179402,-0.006445182724252492,-0.01824750830564784,0.03463455149501661,0.0008388704318936877,0.04308970099667774,0.037267441860465114,-0.004169435215946844,-0.0025581395348837207,-0.020606312292358805
00023.edf,-0.17878725590955807,-0.015354573484069886,-0.004193216855087359,0.010570400822199384,0.02516443987667009,0.033859198355601236,0.0037667009249743063,0.02219938335046249,0.02381808838643371,0.020971223021582733,-0.012579650565262076,0.011762589928057555,0.04041623843782117,0.034445015416238435,-0.12119218910585818,0.020061664953751286,-0.01223535457348407,0.012163412127440905,0.011372045220966085,0.012214799588900309,-0.015087358684480986
00024.edf,0.018268765133171914,0.008087167070217918,-0.0004923325262308313,-0.00414043583535109,0.00195318805488297,0.0015012106537530265,0.002082324455205811,0.005343018563357546,0.003260694108151735,0.005326876513317191,-0.0005246166263115416,0.0048910411622276025,0.0010209846650524616,-0.0013357546408393865,-0.0068321226795803065,-0.0006053268765133172,0.0010492332526230832,-0.0006779661016949153,-0.00483454398708636,0.022364810330912026,-0.014390637610976593
00025.edf,0.13421926910299004,0.03416112956810631,0.014219269102990033,0.022832225913621263,0.0234468438538206,-0.12553986710963455,-0.0697093023255814,0.0076578073089700995,0.007757475083056478,0.01457641196013289,0.042217607973421924,0.043903654485049834,0.0229734219269103,-0.025606312292358803,0.018953488372093024,-0.002857142857142857,-0.12305647840531561,-0.01229235880398671,-0.019028239202657806,0.0018106312292358803,0.0004900332225913621
00026.edf,0.04093614718614719,-0.013116883116883117,-0.00137987012987013,0.004301948051948052,0.03829545454545454,-0.0507521645021645,0.004588744588744589,-0.00893939393939394,0.01716991341991342,-0.04051948051948052,0.006888528138528138,-0.04791666666666667,0.0179978354978355,-0.006055194805194805,-0.06803571428571428,0.003106060606060606,-0.0005844155844155844,0.014864718614718615,0.011152597402597402,-0.005248917748917749,-0.008122294372294373
00027.edf,0.19449612403100774,0.024700996677740863,0.007259136212624585,-0.00384828349944629,0.0035271317829457366,0.09979512735326689,0.04564230343300111,0.018776301218161682,-0.10331672203765227,-0.07844407530454042,0.019091915836101883,0.002120708748615725,0.008421926910299003,0.04349944629014396,0.03946843853820598,-0.09629014396456256,0.035199335548172755,0.019390919158361018,0.011832779623477297,0.0019435215946843854,0.0009413067552602436
00028.edf,-0.02794031311154599,-0.020983365949119374,-0.007421722113502936,-0.00571917808219178,-0.005415851272015656,0.10782778864970646,0.10062622309197651,0.006409001956947162,-0.00931996086105675,-0.00860078277886497,-0.01204990215264188,-0.005215264187866928,-0.04544031311154599,-0.054031311154598825,-0.017084148727984343,-0.005865949119373777,0.08811154598825832,0.017416829745596867,-0.01420743639921722,-0.0008023483365949119,-0.013918786692759295
00029.edf,0.013754427390791028,0.019380165289256197,-0.011959858323494688,0.0007438016528925619,-0.006641086186540732,-0.020165289256198347,-0.0011570247933884298,-0.013642266824085005,-0.00030696576151121604,-0.0034887839433293977,-0.027473435655253838,0.00359504132231405,-0.010318772136953955,-0.005667060212514758,-0.015318772136953955,-0.011717827626918536,0.009173553719008264,0.009415584415584415,-0.014126328217237308,-0.005118063754427391,-0.008896103896103897
00030.edf,-0.006155943293347873,-0.011461286804798255,-0.018789531079607416,-0.03109051254089422,-0.006330425299890949,-0.09990730643402398,-0.032235550708833154,-0.015817884405670665,-0.01420937840785169,-0.010567066521264995,0.07039258451472193,0.010834242093784079,-0.01520174482006543,0.013620501635768811,0.10153762268266085,-0.019634678298800435,0.011739367502726281,-0.010119956379498364,-0.018904034896401307,0.006559432933478735,-0.014640130861504907
00031.edf,-0.025005714285714287,-0.036725714285714285,0.005502857142857143,-0.005737142857142857,-0.0051028571428571425,0.009662857142857143,0.023777142857142858,-0.0044228571428571424,0.006691428571428571,-0.0074514285714285715,0.007714285714285714,-0.015165714285714286,-8.571428571428571e-05,0.012748571428571429,-0.03435428571428571,0.012137142857142857,0.0044742857142857145,0.025537142857142855,0.007708571428571428,0.004691428571428571,-0.0021542857142857145
00032.edf,-0.002913322632423756,-0.04064205457463885,-0.005642054574638844,0.0002808988764044944,0.0015088282504012842,-0.009831460674157303,-0.0135553772070626,0.01923756019261637,0.008298555377207063,-0.0045104333868378815,-0.02516051364365971,-0.006476725521669342,0.010529695024077046,-0.010449438202247191,0.05786516853932584,0.0013563402889245587,0.0007303370786516854,0.010762439807383627,0.0009229534510433386,-0.003956661316211878,-0.013274478330658106
00033.edf,-0.037967436974789916,0.1590388655462185,0.15025735294117648,0.008555672268907563,-0.13054621848739495,-0.09433823529411765,0.08595588235294117,0.16522584033613447,-1.0574422268907564,-0.30723214285714284,0.1585346638655462,0.09741071428571428,-0.03371323529411765,0.15732142857142858,0.16217436974789917,0.012484243697478992,0.15984768907563024,0.13549894957983194,0.07759453781512606,-0.049653361344537815,-0.02093487394957983
00034.edf,-0.19107511045655376,-0.06700294550810015,0.014175257731958763,0.04363770250368189,0.055986745213549335,-0.14586892488954345,-0.10137702503681885,0.019970544918998526,0.04912371134020618,0.05898379970544919,0.033085419734904274,0.016045655375552283,-0.05427835051546392,0.00609720176730486,-0.21008100147275405,0.06301914580265096,-0.0058100147275405006,0.0359720176730486,0.045868924889543444,-0.02232695139911635,-0.01930044182621502
00035.edf,-0.03828021978021978,-0.005071428571428571,0.003175824175824176,-0.004313186813186813,0.0005384615384615384,-0.044626373626373624,-0.015412087912087912,0.002313186813186813,0.0006648351648351648,5.494505494505494e-06,0.005763736263736264,0.0188021978021978,0.00932967032967033,-0.017917582417582418,-0.0012252747252747252,0.0022747252747252747,-0.0028076923076923075,0.005082417582417583,-0.0019945054945054944,-0.003785714285714286,-0.017434065934065934
00036.edf,-0.03899378881987578,-0.03719254658385093,0.005316770186335404,0.023751552795031057,0.011335403726708075,-0.006366459627329193,-0.006192546583850931,-0.012596273291925466,-0.014981366459627329,-0.0024658385093167703,0.035869565217391305,0.003658385093167702,0.011503105590062112,8.695652173913044e-05,-0.019838509316770187,0.006664596273291926,-0.017906832298136645,0.011043478260869564,0.005788819875776397,-7.453416149068323e-05,-0.01468944099378882
00037.edf,-0.09026564344746163,-0.04897874852420307,-0.0053896103896103895,0.022502951593860683,0.012142857142857143,0.023654073199527746,-0.005112160566706022,0.008476977567886658,0.010041322314049587,0.012573789846517119,-0.03194805194805195,-0.0440495867768595,0.007402597402597403,0.041481700118063757,0.024350649350649352,0.018571428571428572,-0.025861865407319953,-0.00782172373081464,0.008996458087367178,-0.0031463990554899644,-0.0007674144037780401
00038.edf,0.04729744136460554,-0.0077931769722814495,-0.0079317697228145,-0.007627931769722814,-0.017436034115138593,0.07302238805970149,0.037777185501066096,0.015698294243070364,0.006833688699360341,-0.0217590618336887,-0.03418976545842217,-0.016236673773987208,-0.007249466950959489,0.05470682302771855,0.00732409381663113,-0.013150319829424308,0.014418976545842217,0.00010660980810234541,-0.0022814498933901918,0.0076439232409381665,-0.001748400852878465
00039.edf,-0.035586080586080586,-0.05405372405372405,-0.009798534798534798,-0.01575091575091575,-0.0008302808302808303,-0.0068986568986568984,-0.022435897435897436,-0.004474969474969475,-0.011227106227106227,0.014413919413919413,0.03741758241758242,-0.04723443223443224,0.037997557997557996,-0.025152625152625153,-0.03971306471306471,0.007954822954822955,0.0411965811965812,0.049566544566544565,0.004810744810744811,0.001684981684981685,-0.009981684981684981
00040.edf,-0.04275776397515528,-0.01706832298136646,-0.012403726708074533,0.004975155279503106,-0.013763975155279502,0.03222981366459627,0.03516770186335404,0.023857142857142858,-0.011925465838509317,-0.0042173913043478265,-0.004347826086956522,-0.014503105590062113,-0.010167701863354037,-0.0012422360248447205,-0.03952795031055901,-0.011720496894409937,0.04606832298136646,0.0052173913043478265,-0.006341614906832298,0.005347826086956522,-0.010049689440993789
00041.edf,-0.25876245847176077,-0.04193521594684385,-0.00367109634551495,-0.02362126245847176,-0.036877076411960134,-0.07332225913621263,0.04593853820598007,-0.003504983388704319,0.018048172757475084,0.0012458471760797341,0.031254152823920266,0.05627906976744186,0.019700996677740865,-0.01835548172757475,-0.005921926910299003,-0.012574750830564784,-0.03733388704318937,-0.08173588039867109,0.09534883720930233,-0.00212624584717608,-0.02161129568106312
00042.edf,0.08415384615384615,0.05596153846153846,0.02026923076923077,0.005758241758241758,0.00967032967032967,-0.04474725274725275,-0.006010989010989011,-0.011252747252747252,-0.0018791208791208791,0.005763736263736264,-0.02479120879120879,0.0005384615384615384,0.011527472527472528,-0.056747252747252744,0.01703296703296703,0.018450549450549452,-0.021434065934065934,0.01810989010989011,0.0008461538461538462,0.0001923076923076923,-0.016961538461538462
00043.edf,0.017520120724346076,-0.022349094567404425,0.009185110663983904,0.0160261569416499,-0.004562374245472837,0.0026710261569416497,-0.032831991951710264,0.012721327967806841,0.0031690140845070424,0.019059356136820926,0.0019114688128772635,0.021504024144869214,0.004527162977867203,-0.00014587525150905431,0.0407897384305835,-0.10313883299798793,-0.019245472837022132,0.031141851106639837,0.025261569416498993,0.003777665995975855,-0.01902917505030181
00044.edf,-0.019952025586353946,-0.0111727078891258,0.01611407249466951,0.006273987206823027,-0.0021162046908315565,0.04507995735607676,0.020453091684434967,0.005186567164179105,0.007814498933901919,0.009717484008528786,-0.028187633262260127,0.004045842217484008,0.011369936034115138,0.01318230277185501,0.014243070362473348,0.010357142857142856,-0.0010021321961620469,0.016156716417910447,-0.01843816631130064,0.011780383795309168,-0.01736140724946695
00045.edf,0.1375436793422405,0.026079136690647483,0.02015930113052415,-0.031012332990750256,-0.014393627954779034,0.1337512846865365,0.05985611510791367,0.026808838643371018,-0.21046248715313465,-0.010601233299075025,0.04438848920863309,0.03571428571428571,0.0313617677286742,0.03209660842754368,0.045991778006166495,-0.12227646454265159,0.0590082219938335,0.0070092497430626925,0.007024665981500514,-0.0007605344295991778,-0.008910585817060637
00046.edf,0.0031791569086651052,0.013928571428571429,-0.012687353629976581,-0.001990632318501171,-0.014537470725995316,0.08716042154566744,0.017546838407494145,0.01240632318501171,-0.018062060889929742,0.025907494145199064,-0.02512295081967213,4.68384074941452e-05,-0.01781615925058548,0.027154566744730678,0.007160421545667447,-0.005772833723653396,-0.012687353629976581,-0.0020023419203747074,0.0065690866510538645,0.0007728337236533958,-0.016539812646370024
00047.edf,0.01713884430176565,0.01737158908507223,0.0034791332263242377,-0.0015088282504012842,-0.009907704654895665,0.02201043338683788,0.020369181380417337,-0.001203852327447833,-0.00019662921348314607,0.001853932584269663,-0.03469502407704655,-0.007359550561797753,-0.0022712680577849117,0.02147271268057785,0.01557784911717496,-0.006709470304975923,-0.022941412520064205,0.0015609951845906903,0.006565008025682183,-0.002877207062600321,-0.017359550561797752
00048.edf,-0.10152224824355972,-0.05142857142857143,-0.00351288056206089,0.0069320843091334895,0.01782201405152225,-0.09843091334894613,-0.03231850117096019,-0.0029918032786885244,0.013126463700234191,0.004912177985948478,0.02718969555035129,0.024063231850117096,0.0017388758782201405,0.001293911007025761,0.019344262295081967,0.0009660421545667448,-0.02816744730679157,0.0025526932084309136,0.0005620608899297424,-0.0065807962529274,-0.0008138173302107729
00049.edf,-0.1707142857142857,-0.019576976421636617,-0.11592233009708738,-0.02351595006934813,0.020561719833564494,0.06903606102635229,-0.006685159500693481,-0.005263522884882108,0.004597780859916782,0.015665742024965325,-0.017538141470180305,0.019528432732316227,0.016144244105409156,0.03914008321775312,-0.005083217753120666,0.009618585298196949,0.04394590846047157,0.008522884882108183,0.01630374479889043,0.004944521497919556,-0.015554785020804438
00050.edf,0.07709726443768997,0.007304964539007092,-0.001899696048632219,0.005329280648429585,0.000364741641337386,-0.006175278622087133,0.003551165146909828,-0.008166160081053699,0.008110435663627152,0.002380952380952381,-0.02286727456940223,-0.004554204660587639,-0.01210739614994934,0.005486322188449848,-0.014072948328267477,0.004361702127659574,0.010167173252279635,0.00030901722391084096,0.004908814589665653,-0.010390070921985815,-0.01672239108409321
00051.edf,-0.03894376899696048,-0.09355623100303952,0.06157294832826748,0.004407294832826748,0.03775075987841945,-0.01,-0.04392857142857143,0.00022796352583586625,0.02683890577507599,-0.0022948328267477203,-0.0010790273556231004,-0.023503039513677812,-0.021337386018237082,0.006648936170212766,0.03451367781155015,0.02919452887537994,-0.029832826747720365,-0.0009726443768996961,0.016983282674772036,0.004065349544072948,-0.010653495440729483
00052.edf,0.0032769423558897245,-0.00706140350877193,0.0005325814536340852,-0.004360902255639097,0.021917293233082707,-0.0387719298245614,0.0015977443609022557,-0.006697994987468672,-0.0035338345864661656,0.019931077694235588,-0.023652882205513783,-0.014661654135338346,0.01380952380952381,0.003020050125313283,0.0010588972431077694,0.0048746867167919795,-0.042531328320802,0.022763157894736843,0.01006265664160401,-0.027073934837092733,-0.00043233082706766916
00053.edf,0.21591915836101883,0.0253156146179402,0.03299557032115172,0.02429125138427464,0.00023255813953488373,-0.08290697674418605,-0.015370985603543743,0.03152270210409745,0.023693244739756366,0.02729235880398671,-0.02976190476190476,-0.062032115171650054,-0.010071982281284607,-0.026528239202657806,-0.03458471760797342,-0.018183831672203766,-0.020376522702104098,0.02545404208194906,0.02656699889258029,-8.859357696567e-05,-0.014889258028792913
00054.edf,-0.03274099883855981,-0.03253774680603949,-0.0016492450638792102,0.014930313588850174,-0.014425087108013938,0.18764227642276424,0.010842044134727061,0.009006968641114983,0.007456445993031359,0.02326364692218351,-0.10980255516840882,-0.013530778164924507,-0.00640534262485482,0.05440766550522648,0.028472706155632986,0.007938443670150987,0.008205574912891986,0.005156794425087108,0.00367595818815331,0.0020034843205574914,-0.013269454123112659
00055.edf,-0.010976676384839651,0.007978620019436345,0.009217687074829933,0.0019193391642371234,0.003357628765792031,-0.014655004859086492,0.005597667638483965,-0.008172983479105929,0.002031098153547133,0.004261418853255588,-0.012915451895043732,-0.0017103984450923227,-0.0033965014577259475,-0.0025413022351797863,-0.009314868804664722,-0.011068999028182702,0.0025704567541302236,0.005029154518950437,0.008109815354713314,0.045879494655004856,-0.01904275996112731
00056.edf,-0.06969135802469135,0.043395061728395065,-0.028862433862433864,-0.023447971781305116,-0.013209876543209877,-0.013677248677248677,0.02562610229276896,-0.020714285714285713,-0.011428571428571429,-0.033412698412698415,-0.014206349206349207,-0.03589065255731922,0.103994708994709,-0.0472310405643739,-0.00554673721340388,-0.009188712522045856,0.09800705467372134,-0.012513227513227513,-0.019021164021164022,0.0032451499118165785,-8.818342151675486e-05
00057.edf,-0.07807603686635944,-0.05070852534562212,0.008513824884792626,-0.0013421658986175115,0.005789170506912442,0.025483870967741934,-0.01103110599078341,0.0031105990783410137,0.008133640552995392,0.005973502304147465,0.019608294930875576,0.004418202764976959,0.007851382488479263,-0.0005011520737327189,0.016059907834101383,-0.0010944700460829493,-0.007091013824884793,-0.005725806451612903,-0.005529953917050691,0.00903225806451613,-0.0013882488479262673
00058.edf,-0.09897435897435898,-0.1326923076923077,0.032023809523809524,0.01489010989010989,-0.0003021978021978022,-0.03568681318681319,0.02654761904761905,0.05244505494505494,0.022371794871794873,-0.017142857142857144,-0.007252747252747253,-0.017765567765567765,0.005824175824175824,0.0032783882783882783,0.004706959706959707,-0.012243589743589743,-0.00347985347985348,0.01736263736263736,0.011254578754578755,0.0011355311355311355,0.0028205128205128207
00059.edf,-0.006666666666666667,-0.010958188153310105,-0.0029210220673635307,-0.020313588850174216,0.2067015098722416,-0.06452961672473867,-0.02531939605110337,-0.01900116144018583,-0.019303135888501743,0.024982578397212542,-0.028583042973286874,-0.01627177700348432,-0.022444831591173053,0.013606271777003484,-0.009117305458768873,-0.020121951219512196,-0.03227061556329849,0.0026364692218350757,-0.012531939605110337,0.009878048780487805,-0.017468060394889663
00060.edf,-0.01194716242661448,-0.006350293542074364,0.006032289628180039,-0.008830724070450097,-0.010870841487279844,-0.01066536203522505,0.0007974559686888454,0.05679549902152642,-0.007690802348336595,-0.011027397260273972,-0.009779843444227006,-0.0137279843444227,-0.006291585127201566,-0.0012524461839530333,-0.02523972602739726,-0.01237279843444227,-0.009080234833659492,-0.006658512720156556,-0.014765166340508807,-0.010308219178082192,-0.018708414872798434
00061.edf,-0.06255343082114735,-0.032350956130483687,5.62429696287964e-06,0.022328458942632173,-0.002671541057367829,-0.012215973003374578,0.021147356580427448,-0.009004499437570304,0.005691788526434195,0.010089988751406074,-0.02606299212598425,-0.01187289088863892,0.003110236220472441,0.011023622047244094,0.002733408323959505,0.0019403824521934759,0.012997750281214849,0.017452193475815524,0.019105736782902137,-0.004257592800899887,-0.01435883014623172
00062.edf,0.02804147465437788,0.016236559139784945,-0.02599846390168971,-0.005752688172043011,-0.010683563748079878,0.04298771121351767,0.03012288786482335,-0.0132642089093702,0.028978494623655916,0.0067357910906298,-0.02758832565284178,-0.13578341013824885,-0.018417818740399387,0.007250384024577573,0.169715821812596,-0.013118279569892474,-0.037672811059907836,0.02217357910906298,0.007350230414746544,0.0066129032258064515,-0.014915514592933948
00063.edf,-0.011185714285714285,-0.006535714285714285,0.013792857142857143,0.005678571428571429,-0.016614285714285713,0.014028571428571428,-0.01672142857142857,-0.02267857142857143,-0.007985714285714285,-0.0012214285714285714,0.022135714285714286,0.09509285714285715,0.007171428571428572,-0.01672857142857143,0.013264285714285715,0.0013428571428571428,-0.06972857142857143,-0.0067714285714285715,0.0020642857142857142,0.0006214285714285714,-0.015742857142857142
00064.edf,-0.02385478158205431,0.026109799291617473,0.13278040141676506,0.018388429752066116,0.07296930342384887,-0.122556080283353,-0.16274498229043682,0.016711924439197168,0.014899645808736718,-0.013051948051948052,-0.057762691853600945,0.1529456906729634,0.24008264462809917,-0.3338370720188902,-0.10798110979929161,-0.03396103896103896,-0.15301652892561984,0.13752656434474617,0.045672963400236126,0.0065584415584415585,-0.013158205430932704
00065.edf,-0.013409363745498198,0.014687875150060025,-0.01665066026410564,-0.01793517406962785,-0.004975990396158463,0.007208883553421369,0.047310924369747896,-0.013865546218487394,-0.0181812725090036,-0.0008823529411764706,0.0016386554621848739,0.010222088835534214,0.006116446578631453,0.018127250900360145,0.005738295318127251,-0.003781512605042017,-0.00936374549819928,0.018889555822328933,-0.032448979591836735,0.008553421368547419,-0.015942376950780313
00066.edf,-0.008011904761904762,0.017827380952380952,-0.02699404761904762,-0.00875,-0.014,0.08932738095238095,0.0135,-0.004071428571428571,-0.009160714285714286,-0.025011904761904763,0.007696428571428571,0.005916666666666666,-0.006315476190476191,0.04082142857142857,-0.008511904761904762,0.0011130952380952381,0.005345238095238096,0.00811904761904762,0.002761904761904762,-0.012761904761904763,-0.01525
